Wine Type,Supplier SOH,Variety(ies),Wine Name,Vintage,RRP,Discount RRP,Winery,Website,Location,Supplier Contact Name,Supplier Contact Email,Supplier Contact Phone,Verification Note
Red,N/A,N/A,Natural Sweet Red,N/A,N/A,N/A,J.C Le Roux,http://www.jcleroux.co.za/,"Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 8200,
White,N/A,N/A,Sweet Late Harvest,N/A,N/A,N/A,J.C Le Roux,http://www.jcleroux.co.za/,"Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 8200,
Red,N/A,N/A,Natural Sweet Red,N/A,N/A,N/A,J.C Le Roux,http://www.jcleroux.co.za/,"Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 8200,
White,,Sauvignon Blanc,Sauvignon Blanc promo,2024,"R2,340.00","R1,170.00",Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
Red,,Merlot,Stolen Chicken promotion,2023,"R2,100.00","R1,050.00",Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
White,,Sauvignon Blanc,Kunjani Sauvignon Blanc 2021,2021,R195.00,,Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
White,,Chenin Blanc,Kunjani Chenin Blanc 2022,2022,R195.00,,Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
Rosé,,Rosé,Kunjani ‘Stolen Chicken’ Rosé 2022,2022,R175.00,,Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
Red,,Pinotage,Kunjani Pinotage 2021,2021,R295.00,,Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
Red,,Shiraz,Kunjani Shiraz 2018,2018,R330.00,,Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
Red,,Cabernet Sauvignon,Kunjani Cabernet Sauvignon 2020,2020,R330.00,,Kunjani Wines,https://www.kunjaniwines.co.za/,"Farm 90, 20 Blumberg Drive, Stellenbosch, 7600, South Africa",,,087 630 0409,
White,,Sauvignon Blanc,Old Vine Sauvignon Blanc 2023,2023,R300.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,Rockwood Red 2024,2024,R780.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Angelina Gold Cap Classique 2018,2018,"R1,000.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Angelina Cap Classique 2019,2019,"R1,320.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Giselle Cap Classique 2019,2019,"R1,440.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,Sapphyr 2018,2018,"R1,200.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Chenin Blanc,Old Vine Chenin Blanc 2019,2019,R485.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Cabernet Sauvignon,Cabernet Sauvignon 2019,2019,"R1,680.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Bordeaux Blend,Keystone (Bordeaux Blend) 2015,2015,"R2,940.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Bordeaux Blend,Keystone (Bordeaux Blend) 2018,2018,"R1,320.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Merlot,Merlot 2023,2023,"R1,050.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Rhone Blend,NuEra (Rhone Blend) 2017,2017,"R1,740.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Pinotage,Pinotage 2020,2020,"R1,500.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Shiraz,Shiraz 2020,2020,"R1,110.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,KCB 2024,2024,"R1,260.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Chenin Blanc,Chenin Blanc 2024,2024,R780.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Shiraz,Natural Sweet Shiraz 2022,2022,R660.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Sauvignon Blanc,Old Vine Sauvignon Blanc 2023,2023,R300.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,Rockwood Red 2024,2024,R780.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Angelina Gold Cap Classique 2018,2018,"R1,000.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Angelina Cap Classique 2019,2019,"R1,320.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Giselle Cap Classique 2019,2019,"R1,440.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,Sapphyr 2018,2018,"R1,200.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Chenin Blanc,Old Vine Chenin Blanc 2019,2019,R485.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Cabernet Sauvignon,Cabernet Sauvignon 2019,2019,"R1,680.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Bordeaux Blend,Keystone (Bordeaux Blend) 2015,2015,"R2,940.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Bordeaux Blend,Keystone (Bordeaux Blend) 2018,2018,"R1,320.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Merlot,Merlot 2023,2023,"R1,050.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Rhone Blend,NuEra (Rhone Blend) 2017,2017,"R1,740.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Pinotage,Pinotage 2020,2020,"R1,500.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Shiraz,Shiraz 2020,2020,"R1,110.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,KCB 2024,2024,"R1,260.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Chenin Blanc,Chenin Blanc 2024,2024,R780.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Shiraz,Natural Sweet Shiraz 2022,2022,R660.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Sauvignon Blanc,Old Vine Sauvignon Blanc 2023,2023,R300.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,Rockwood Red 2024,2024,R780.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Angelina Gold Cap Classique 2018,2018,"R1,000.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Angelina Cap Classique 2019,2019,"R1,320.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling,,,Giselle Cap Classique 2019,2019,"R1,440.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,Sapphyr 2018,2018,"R1,200.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Chenin Blanc,Old Vine Chenin Blanc 2019,2019,R485.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Cabernet Sauvignon,Cabernet Sauvignon 2019,2019,"R1,680.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Bordeaux Blend,Keystone (Bordeaux Blend) 2015,2015,"R2,940.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Bordeaux Blend,Keystone (Bordeaux Blend) 2018,2018,"R1,320.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Merlot,Merlot 2023,2023,"R1,050.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Rhone Blend,NuEra (Rhone Blend) 2017,2017,"R1,740.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Pinotage,Pinotage 2020,2020,"R1,500.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Shiraz,Shiraz 2020,2020,"R1,110.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,,KCB 2024,2024,"R1,260.00",,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
White,,Chenin Blanc,Chenin Blanc 2024,2024,R780.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Red,,Shiraz,Natural Sweet Shiraz 2022,2022,R660.00,,Kanu Wines,http://www.kanu.co.za/,"R304, Stellenbosch, 7624, South Africa",,,021 865 2488,
Sparkling Wine,N/A,N/A,Thelema Cap Classique 2018,2018,R280.00,N/A,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Sauvignon Blanc,N/A,"melon, grapefruit",Thelema Sauvignon Blanc 2024,2024,R155.00,N/A,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
White Wine,N/A,"melon, grapefruit",Thelema Mountain White 2024,2024,R155.00,N/A,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Chardonnay,N/A,N/A,Thelema Chardonnay 2022,2022,N/A,N/A,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Riesling,N/A,N/A,Thelema Riesling 2019,2019,N/A,N/A,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,N/A,N/A,Thelema Mountain Red 2021,2021,N/A,N/A,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Cap Classique,,,Thelema Cap Classique 2018,,R280.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
White Wine,,,Thelema Sauvignon Blanc 2024,,R155.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
White Wine,,,Thelema Mountain White 2024,,R115.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Chardonnay,,,Thelema Chardonnay 2022,,R270.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
White Wine,,,Thelema Riesling 2019,,R170.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Mountain Red 2021,,R135.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Shiraz 2020,,R265.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema The Abbey 2021,,R265.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Grenache 2022,,R280.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Merlot 2021,,R265.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Merlot Reserve 2022,,R575.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Cabernet Sauvignon 2021,,R380.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Cabernet Sauvignon 2020,,R380.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema The Mint Cabernet Sauvignon 2022,,R575.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
Red Wine,,,Thelema Rabelais 2021,,R890.00,Not available,Thelema Mountain Vineyards,https://www.thelema.co.za/,"R310 Helshoogte Rd, Stellenbosch, 7600, South Africa",,,021 885 1924,
,,,Remhoogte Wine Estate and VUUR Restaurant – Long table tasting experience,N/A,R595.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Cabernet Sauvignon,Sir Thomas Cullinan Reserve 2019,2019,R480.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Cabernet Sauvignon,Cabernet Sauvignon Reserve 2020,2020,R480.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Syrah,Syrah Reserve 2019,2019,R450.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
White,,Chenin Blanc,Honeybunch Reserve Chenin Blanc 2024,2024,R355.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Merlot,Aspect Merlot 2020,2020,R250.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Blend,Chronicle Estate Blend 2021,2021,R170.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
White,,Chenin Blanc,First Light Chenin Blanc 2024,2024,R130.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Pinotage,Vantage Pinotage 2021,2021,R250.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Red,,Syrah,Free to Be Free to Be Carbonic Syrah 2022,2022,R250.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
White,,Blend,Free to Be Orange Wine 2023,2023,R250.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
White,,Riesling,Free to Be Vine Dried Riesling 2020,2020,R225.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
White,,Riesling,Free to Be Weisser Riesling 2024,2024,R250.00,,Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Mixed,,Various,Taste of Remhoogte,N/A,"R1,380.00","R1,635.00",Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Mixed,,Various,Summer Mixed Case,N/A,"R1,249.00","R1,470.00",Remhoogte Wine Estate,https://remhoogte.co.za/,"Remhoogte Wine Estate, R44, Stellenbosch, 7600, South Africa",,,021 889 5005,
Rosé,Unknown,Unknown,Cygnus Rosé,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Unknown,Hercules,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Merlot,Merlot,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Cabernet Sauvignon,Cabernet Sauvignon,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Malbec,Malbec,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Unknown,Orion,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Cabernet Franc,Cabernet Franc,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Unknown,Unknown,Cape Cross,Unknown,Unknown,Unknown,Stellekaya Wines,http://www.stellekaya.com/,"Bosmans Crossing, 11 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",,,082 894 4764,
Red,Available,Cabernet Sauvignon,The Boris Vintage 2020,2020,"R515,00",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Limited Edition Cabernet Sauvignon 2019,2019,"R310,00",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Sparkling,Available,Chardonnay Pinot Noir,Cap Classique Rose Brut,Not specified,"R275,00",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Five Barrels,2020,"R540,00",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Limited Edition Cabernet Sauvignon 2020,2020,"R310,00",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
White,Available,Chardonnay,Chardonnay,2024,"R270,00",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Sparkling,Available,Rose,Cap Classique Rose,N/A,"R1650,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Sparkling,Available,Chardonnay,Cap Classique Chardonnay,N/A,"R1650,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
White,Available,Chardonnay,Chardonnay,2024,"R1620,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Five Barrels – Cabernet Sauvignon,2020,"R3240,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Blend,The Boris Vintage,2021,"R3090,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Merlot,Merlot,2018,"R1860,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Cabernet Sauvignon,2020,"R1860,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
White,Available,Sauvignon Blanc,Sauvignon Blanc,2024,"R810,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
White,Available,Chardonnay,Unwooded Chardonnay,2024,"R810,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
White,Available,Blend,Chavant,2024,"R1200,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Merlot,Merlot,2022,"R1050,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Cabernet Sauvignon,2022,"R1050,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Blend,Dominique,2021,"R1170,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
White,Available,Sauvignon Blanc,Stone Road Sauvignon Blanc,2024,"R570,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Rose,Available,Cinsault,Stone Road Cinsault Rose,2024,"R690,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Merlot,Stone Road Merlot,2022,"R570,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Cabernet Sauvignon,Stone Road Cabernet Sauvignon,2021,"R570,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Red,Available,Shiraz,Stone Road Shiraz,2020,"R570,00 for 6x 750ml",,Louisvale Wines,http://www.louisvale.com/,"Louisvale Wines, Devon Valley Rd, Stellenbosch, 7600, South Africa",,,021 865 2422,
Rosé,Not specified,Pinotage,Pinotage Rosé 2024,2024,R714.00,R642.50,Lanzerac Wine Estate,http://www.lanzerac.co.za/,"Lanzerac Wine Estate, Lanzerac Rd, Stellenbosch, 7600, South Africa",,,021 887 1132,
Rosé,Not specified,Pinotage,Pinotage Rosé 2024,2024,R714.00,R642.60,Lanzerac Wine Estate,http://www.lanzerac.co.za/,"Lanzerac Wine Estate, Lanzerac Rd, Stellenbosch, 7600, South Africa",,,021 887 1132,
Red,Not specified,Cabernet Sauvignon,April Promotion – Cabernet Sauvignon 2020,2020,"R1,500.00","R1,350.00",Lanzerac Wine Estate,http://www.lanzerac.co.za/,"Lanzerac Wine Estate, Lanzerac Rd, Stellenbosch, 7600, South Africa",,,021 887 1132,
Red,Not specified,Pinotage,April Promotion – Pinotage 2022,2022,"R1,500.00","R1,350.00",Lanzerac Wine Estate,http://www.lanzerac.co.za/,"Lanzerac Wine Estate, Lanzerac Rd, Stellenbosch, 7600, South Africa",,,021 887 1132,
Red Wine,In Stock,Bordeaux Blend,Lady May 2019,2019,"R980,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red Wine,In Stock,Bordeaux Blend,"Lady May 2019 Magnum (1,5L)",2019,"R2060,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
Red Wine,In Stock,Bordeaux Blend,Estate Reserve Red 2017,2017,"R380,00",,Glenelly Estate,http://glenellyestate.com/,"Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",,,021 809 6440,
